Année,Pays,Happiness_Index,Global_Rank,Subjective_Index,subjective_rank,Engagement civique,Equilibre travail-vie,Liens sociaux,Logement,Qualité environnementale,Revenu et patrimoine,Santé,Savoirs et compétences,Sécurité,Travail et qualité de l'emploi
2012,Lettonie,0.3310480529997662,15.0,0.5829643023957289,4.0,,,0.15864944744106133,0.20235495421084715,0.055298276536830025,0.13799520141387878,0.04451773331510963,0.17758048370759427,0.07285045747235305,0.1507534459023257
2012,Lituanie,0.24463639554361458,16.0,0.836432957438094,1.0,,,0.14532795814203725,0.15092336714640886,0.0990497887492918,0.2156211343939944,0.0,0.16602382499247162,0.03955045506495556,0.18350347151084045
2013,Finlande,0.6617663648066519,1.0,0.5504296684542249,4.0,,0.12728629463050617,0.10489402178876572,0.15908204111989735,0.09444420768991578,0.12399768878134332,0.1066684065501056,,0.15571805668232214,0.12790928275714394
2013,Luxembourg,0.6548030671075433,2.0,0.45400612578715993,9.0,0.16968630217619687,0.09448621643526868,0.0875361565178777,0.12819454590833146,0.0,0.1619624859006697,0.13670650311538096,,0.10385528088812793,0.11757250905814666
2013,Pays-Bas,0.6525591339423491,3.0,0.5318752457829148,5.0,,0.12177707460693243,0.10523931019315393,0.17373701958459192,0.004238620409930111,0.12808816765232528,0.1672212953192162,,0.176586467772761,0.12311204446108907
2013,Espagne,0.5920276580313171,4.0,0.41735082001055834,15.0,,0.0904216032580236,0.1096366654958863,0.13122999928194934,0.11078020464594897,0.10343279867681184,0.17753052584438456,,0.17819924056378977,0.09876896223320561
2013,Irlande,0.5868276706691098,5.0,0.5635356676195892,3.0,,0.10976674238045893,0.12862439802039083,0.16458753333804108,0.0005419870780840268,0.1051968421098611,0.19601980534607766,,0.16845771569991716,0.12680497602716914
2013,France,0.582917757604628,6.0,0.4196553801766906,14.0,,0.10270041039000279,0.11146160909455083,0.1643558501722448,0.002518662536537492,0.15558146945432533,0.16221727485566736,,0.15136944885291387,0.1497952746437575
2013,Autriche,0.5729022311727611,7.0,0.5835494884881381,1.0,0.03341140003148955,0.11241346003728374,0.11331455940649153,0.15506834970629482,6.54611690256478e-06,0.12884168665009885,0.1377958669103572,,0.1748187362261963,0.1443293949148855
2013,Belgique,0.5671764636963768,8.0,0.4404629110729939,11.0,,0.11674942929070292,0.10349362327998142,0.18775703332660396,0.0002998137218071179,0.16604478643029963,0.16442124595966698,,0.13080660293509183,0.13042746505584624
